number,created_at,author_id,assignee_id,description,due_at,status,updated_at
759433,2025-11-24 16:43:20.503148+00,433,21,Тестовая заявка №759433,2025-12-08 16:43:20.503148+00,in_progress,2025-12-07 16:43:20.503148+00
586433,2025-11-14 16:46:40.503148+00,433,21,Тестовая заявка №586433,2025-12-08 16:46:40.503148+00,in_progress,2025-11-22 16:46:40.503148+00
494433,2025-12-04 18:20:00.503148+00,433,21,Тестовая заявка №494433,2025-12-08 18:20:00.503148+00,in_progress,2025-12-07 18:20:00.503148+00
321433,2025-11-24 18:23:20.503148+00,433,21,Тестовая заявка №321433,2025-12-08 18:23:20.503148+00,in_progress,2025-12-07 18:23:20.503148+00
148433,2025-11-14 18:26:40.503148+00,433,21,Тестовая заявка №148433,2025-12-08 18:26:40.503148+00,in_progress,2025-11-22 18:26:40.503148+00
56433,2025-12-04 20:00:00.503148+00,433,21,Тестовая заявка №56433,2025-12-08 20:00:00.503148+00,in_progress,2025-12-07 20:00:00.503148+00
978433,2025-11-25 03:53:20.503148+00,433,21,Тестовая заявка №978433,2025-12-09 03:53:20.503148+00,in_progress,2025-12-08 03:53:20.503148+00
805433,2025-11-15 03:56:40.503148+00,433,21,Тестовая заявка №805433,2025-12-09 03:56:40.503148+00,in_progress,2025-11-23 03:56:40.503148+00
713433,2025-12-05 05:30:00.503148+00,433,21,Тестовая заявка №713433,2025-12-09 05:30:00.503148+00,in_progress,2025-12-08 05:30:00.503148+00
540433,2025-11-25 05:33:20.503148+00,433,21,Тестовая заявка №540433,2025-12-09 05:33:20.503148+00,in_progress,2025-12-08 05:33:20.503148+00
367433,2025-11-15 05:36:40.503148+00,433,21,Тестовая заявка №367433,2025-12-09 05:36:40.503148+00,in_progress,2025-11-23 05:36:40.503148+00
275433,2025-12-05 07:10:00.503148+00,433,21,Тестовая заявка №275433,2025-12-09 07:10:00.503148+00,in_progress,2025-12-08 07:10:00.503148+00
102433,2025-11-25 07:13:20.503148+00,433,21,Тестовая заявка №102433,2025-12-09 07:13:20.503148+00,in_progress,2025-12-08 07:13:20.503148+00
928433,2025-11-19 17:46:40.503148+00,433,21,Тестовая заявка №928433,2025-12-13 17:46:40.503148+00,in_progress,2025-11-27 17:46:40.503148+00
836433,2025-12-09 19:20:00.503148+00,433,21,Тестовая заявка №836433,2025-12-13 19:20:00.503148+00,in_progress,2025-12-12 19:20:00.503148+00
663433,2025-11-29 19:23:20.503148+00,433,21,Тестовая заявка №663433,2025-12-13 19:23:20.503148+00,in_progress,2025-12-12 19:23:20.503148+00
490433,2025-11-19 19:26:40.503148+00,433,21,Тестовая заявка №490433,2025-12-13 19:26:40.503148+00,in_progress,2025-11-27 19:26:40.503148+00
398433,2025-12-09 21:00:00.503148+00,433,21,Тестовая заявка №398433,2025-12-13 21:00:00.503148+00,in_progress,2025-12-12 21:00:00.503148+00
225433,2025-11-29 21:03:20.503148+00,433,21,Тестовая заявка №225433,2025-12-13 21:03:20.503148+00,in_progress,2025-12-12 21:03:20.503148+00
52433,2025-11-19 21:06:40.503148+00,433,21,Тестовая заявка №52433,2025-12-13 21:06:40.503148+00,in_progress,2025-11-27 21:06:40.503148+00
882433,2025-11-30 06:33:20.503148+00,433,21,Тестовая заявка №882433,2025-12-14 06:33:20.503148+00,in_progress,2025-12-13 06:33:20.503148+00
709433,2025-11-20 06:36:40.503148+00,433,21,Тестовая заявка №709433,2025-12-14 06:36:40.503148+00,in_progress,2025-11-28 06:36:40.503148+00
617433,2025-12-10 08:10:00.503148+00,433,21,Тестовая заявка №617433,2025-12-14 08:10:00.503148+00,in_progress,2025-12-13 08:10:00.503148+00
444433,2025-11-30 08:13:20.503148+00,433,21,Тестовая заявка №444433,2025-12-14 08:13:20.503148+00,in_progress,2025-12-13 08:13:20.503148+00
271433,2025-11-20 08:16:40.503148+00,433,21,Тестовая заявка №271433,2025-12-14 08:16:40.503148+00,in_progress,2025-11-28 08:16:40.503148+00
179433,2025-12-10 09:50:00.503148+00,433,21,Тестовая заявка №179433,2025-12-14 09:50:00.503148+00,in_progress,2025-12-13 09:50:00.503148+00
6433,2025-11-30 09:53:20.503148+00,433,21,Тестовая заявка №6433,2025-12-14 09:53:20.503148+00,in_progress,2025-12-13 09:53:20.503148+00
83433,2025-12-14 12:30:00.503148+00,433,21,Тестовая заявка №83433,2025-12-18 12:30:00.503148+00,in_progress,2025-12-17 12:30:00.503148+00
832433,2025-11-24 20:26:40.503148+00,433,21,Тестовая заявка №832433,2025-12-18 20:26:40.503148+00,in_progress,2025-12-02 20:26:40.503148+00
740433,2025-12-14 22:00:00.503148+00,433,21,Тестовая заявка №740433,2025-12-18 22:00:00.503148+00,in_progress,2025-12-17 22:00:00.503148+00
567433,2025-12-04 22:03:20.503148+00,433,21,Тестовая заявка №567433,2025-12-18 22:03:20.503148+00,in_progress,2025-12-17 22:03:20.503148+00
394433,2025-11-24 22:06:40.503148+00,433,21,Тестовая заявка №394433,2025-12-18 22:06:40.503148+00,in_progress,2025-12-02 22:06:40.503148+00
302433,2025-12-14 23:40:00.503148+00,433,21,Тестовая заявка №302433,2025-12-18 23:40:00.503148+00,in_progress,2025-12-17 23:40:00.503148+00
129433,2025-12-04 23:43:20.503148+00,433,21,Тестовая заявка №129433,2025-12-18 23:43:20.503148+00,in_progress,2025-12-17 23:43:20.503148+00
959433,2025-12-15 09:10:00.503148+00,433,21,Тестовая заявка №959433,2025-12-19 09:10:00.503148+00,in_progress,2025-12-18 09:10:00.503148+00
786433,2025-12-05 09:13:20.503148+00,433,21,Тестовая заявка №786433,2025-12-19 09:13:20.503148+00,in_progress,2025-12-18 09:13:20.503148+00
613433,2025-11-25 09:16:40.503148+00,433,21,Тестовая заявка №613433,2025-12-19 09:16:40.503148+00,in_progress,2025-12-03 09:16:40.503148+00
521433,2025-12-15 10:50:00.503148+00,433,21,Тестовая заявка №521433,2025-12-19 10:50:00.503148+00,in_progress,2025-12-18 10:50:00.503148+00
348433,2025-12-05 10:53:20.503148+00,433,21,Тестовая заявка №348433,2025-12-19 10:53:20.503148+00,in_progress,2025-12-18 10:53:20.503148+00
175433,2025-11-25 10:56:40.503148+00,433,21,Тестовая заявка №175433,2025-12-19 10:56:40.503148+00,in_progress,2025-12-03 10:56:40.503148+00
863433,2025-12-19 11:50:00.503148+00,433,21,Тестовая заявка №863433,2025-12-23 11:50:00.503148+00,in_progress,2025-12-22 11:50:00.503148+00
690433,2025-12-09 11:53:20.503148+00,433,21,Тестовая заявка №690433,2025-12-23 11:53:20.503148+00,in_progress,2025-12-22 11:53:20.503148+00
517433,2025-11-29 11:56:40.503148+00,433,21,Тестовая заявка №517433,2025-12-23 11:56:40.503148+00,in_progress,2025-12-07 11:56:40.503148+00
425433,2025-12-19 13:30:00.503148+00,433,21,Тестовая заявка №425433,2025-12-23 13:30:00.503148+00,in_progress,2025-12-22 13:30:00.503148+00
252433,2025-12-09 13:33:20.503148+00,433,21,Тестовая заявка №252433,2025-12-23 13:33:20.503148+00,in_progress,2025-12-22 13:33:20.503148+00
79433,2025-11-29 13:36:40.503148+00,433,21,Тестовая заявка №79433,2025-12-23 13:36:40.503148+00,in_progress,2025-12-07 13:36:40.503148+00
909433,2025-12-09 23:03:20.503148+00,433,21,Тестовая заявка №909433,2025-12-23 23:03:20.503148+00,in_progress,2025-12-22 23:03:20.503148+00
736433,2025-11-29 23:06:40.503148+00,433,21,Тестовая заявка №736433,2025-12-23 23:06:40.503148+00,in_progress,2025-12-07 23:06:40.503148+00
644433,2025-12-20 00:40:00.503148+00,433,21,Тестовая заявка №644433,2025-12-24 00:40:00.503148+00,in_progress,2025-12-23 00:40:00.503148+00
471433,2025-12-10 00:43:20.503148+00,433,21,Тестовая заявка №471433,2025-12-24 00:43:20.503148+00,in_progress,2025-12-23 00:43:20.503148+00
298433,2025-11-30 00:46:40.503148+00,433,21,Тестовая заявка №298433,2025-12-24 00:46:40.503148+00,in_progress,2025-12-08 00:46:40.503148+00
206433,2025-12-20 02:20:00.503148+00,433,21,Тестовая заявка №206433,2025-12-24 02:20:00.503148+00,in_progress,2025-12-23 02:20:00.503148+00
33433,2025-12-10 02:23:20.503148+00,433,21,Тестовая заявка №33433,2025-12-24 02:23:20.503148+00,in_progress,2025-12-23 02:23:20.503148+00
955433,2025-11-30 10:16:40.503148+00,433,21,Тестовая заявка №955433,2025-12-24 10:16:40.503148+00,in_progress,2025-12-08 10:16:40.503148+00
859433,2025-12-04 12:56:40.503148+00,433,21,Тестовая заявка №859433,2025-12-28 12:56:40.503148+00,in_progress,2025-12-12 12:56:40.503148+00
767433,2025-12-24 14:30:00.503148+00,433,21,Тестовая заявка №767433,2025-12-28 14:30:00.503148+00,in_progress,2025-12-27 14:30:00.503148+00
594433,2025-12-14 14:33:20.503148+00,433,21,Тестовая заявка №594433,2025-12-28 14:33:20.503148+00,in_progress,2025-12-27 14:33:20.503148+00
421433,2025-12-04 14:36:40.503148+00,433,21,Тестовая заявка №421433,2025-12-28 14:36:40.503148+00,in_progress,2025-12-12 14:36:40.503148+00
329433,2025-12-24 16:10:00.503148+00,433,21,Тестовая заявка №329433,2025-12-28 16:10:00.503148+00,in_progress,2025-12-27 16:10:00.503148+00
156433,2025-12-14 16:13:20.503148+00,433,21,Тестовая заявка №156433,2025-12-28 16:13:20.503148+00,in_progress,2025-12-27 16:13:20.503148+00
986433,2025-12-25 01:40:00.503148+00,433,21,Тестовая заявка №986433,2025-12-29 01:40:00.503148+00,in_progress,2025-12-28 01:40:00.503148+00
813433,2025-12-15 01:43:20.503148+00,433,21,Тестовая заявка №813433,2025-12-29 01:43:20.503148+00,in_progress,2025-12-28 01:43:20.503148+00
640433,2025-12-05 01:46:40.503148+00,433,21,Тестовая заявка №640433,2025-12-29 01:46:40.503148+00,in_progress,2025-12-13 01:46:40.503148+00
548433,2025-12-25 03:20:00.503148+00,433,21,Тестовая заявка №548433,2025-12-29 03:20:00.503148+00,in_progress,2025-12-28 03:20:00.503148+00
375433,2025-12-15 03:23:20.503148+00,433,21,Тестовая заявка №375433,2025-12-29 03:23:20.503148+00,in_progress,2025-12-28 03:23:20.503148+00
202433,2025-12-05 03:26:40.503148+00,433,21,Тестовая заявка №202433,2025-12-29 03:26:40.503148+00,in_progress,2025-12-13 03:26:40.503148+00
110433,2025-12-25 05:00:00.503148+00,433,21,Тестовая заявка №110433,2025-12-29 05:00:00.503148+00,in_progress,2025-12-28 05:00:00.503148+00
936433,2025-12-19 15:33:20.503148+00,433,21,Тестовая заявка №936433,2026-01-02 15:33:20.503148+00,in_progress,2026-01-01 15:33:20.503148+00
763433,2025-12-09 15:36:40.503148+00,433,21,Тестовая заявка №763433,2026-01-02 15:36:40.503148+00,in_progress,2025-12-17 15:36:40.503148+00
671433,2025-12-29 17:10:00.503148+00,433,21,Тестовая заявка №671433,2026-01-02 17:10:00.503148+00,in_progress,2026-01-01 17:10:00.503148+00
498433,2025-12-19 17:13:20.503148+00,433,21,Тестовая заявка №498433,2026-01-02 17:13:20.503148+00,in_progress,2026-01-01 17:13:20.503148+00
325433,2025-12-09 17:16:40.503148+00,433,21,Тестовая заявка №325433,2026-01-02 17:16:40.503148+00,in_progress,2025-12-17 17:16:40.503148+00
233433,2025-12-29 18:50:00.503148+00,433,21,Тестовая заявка №233433,2026-01-02 18:50:00.503148+00,in_progress,2026-01-01 18:50:00.503148+00
60433,2025-12-19 18:53:20.503148+00,433,21,Тестовая заявка №60433,2026-01-02 18:53:20.503148+00,in_progress,2026-01-01 18:53:20.503148+00
982433,2025-12-10 02:46:40.503148+00,433,21,Тестовая заявка №982433,2026-01-03 02:46:40.503148+00,in_progress,2025-12-18 02:46:40.503148+00
890433,2025-12-30 04:20:00.503148+00,433,21,Тестовая заявка №890433,2026-01-03 04:20:00.503148+00,in_progress,2026-01-02 04:20:00.503148+00
717433,2025-12-20 04:23:20.503148+00,433,21,Тестовая заявка №717433,2026-01-03 04:23:20.503148+00,in_progress,2026-01-02 04:23:20.503148+00
544433,2025-12-10 04:26:40.503148+00,433,21,Тестовая заявка №544433,2026-01-03 04:26:40.503148+00,in_progress,2025-12-18 04:26:40.503148+00
452433,2025-12-30 06:00:00.503148+00,433,21,Тестовая заявка №452433,2026-01-03 06:00:00.503148+00,in_progress,2026-01-02 06:00:00.503148+00
279433,2025-12-20 06:03:20.503148+00,433,21,Тестовая заявка №279433,2026-01-03 06:03:20.503148+00,in_progress,2026-01-02 06:03:20.503148+00
106433,2025-12-10 06:06:40.503148+00,433,21,Тестовая заявка №106433,2026-01-03 06:06:40.503148+00,in_progress,2025-12-18 06:06:40.503148+00
14433,2025-12-30 07:40:00.503148+00,433,21,Тестовая заявка №14433,2026-01-03 07:40:00.503148+00,in_progress,2026-01-02 07:40:00.503148+00
840433,2025-12-24 18:13:20.503148+00,433,21,Тестовая заявка №840433,2026-01-07 18:13:20.503148+00,in_progress,2026-01-06 18:13:20.503148+00
667433,2025-12-14 18:16:40.503148+00,433,21,Тестовая заявка №667433,2026-01-07 18:16:40.503148+00,in_progress,2025-12-22 18:16:40.503148+00
575433,2026-01-03 19:50:00.503148+00,433,21,Тестовая заявка №575433,2026-01-07 19:50:00.503148+00,in_progress,2026-01-06 19:50:00.503148+00
402433,2025-12-24 19:53:20.503148+00,433,21,Тестовая заявка №402433,2026-01-07 19:53:20.503148+00,in_progress,2026-01-06 19:53:20.503148+00
229433,2025-12-14 19:56:40.503148+00,433,21,Тестовая заявка №229433,2026-01-07 19:56:40.503148+00,in_progress,2025-12-22 19:56:40.503148+00
137433,2026-01-03 21:30:00.503148+00,433,21,Тестовая заявка №137433,2026-01-07 21:30:00.503148+00,in_progress,2026-01-06 21:30:00.503148+00
886433,2025-12-15 05:26:40.503148+00,433,21,Тестовая заявка №886433,2026-01-08 05:26:40.503148+00,in_progress,2025-12-23 05:26:40.503148+00
794433,2026-01-04 07:00:00.503148+00,433,21,Тестовая заявка №794433,2026-01-08 07:00:00.503148+00,in_progress,2026-01-07 07:00:00.503148+00
621433,2025-12-25 07:03:20.503148+00,433,21,Тестовая заявка №621433,2026-01-08 07:03:20.503148+00,in_progress,2026-01-07 07:03:20.503148+00
448433,2025-12-15 07:06:40.503148+00,433,21,Тестовая заявка №448433,2026-01-08 07:06:40.503148+00,in_progress,2025-12-23 07:06:40.503148+00
356433,2026-01-04 08:40:00.503148+00,433,21,Тестовая заявка №356433,2026-01-08 08:40:00.503148+00,in_progress,2026-01-07 08:40:00.503148+00
183433,2025-12-25 08:43:20.503148+00,433,21,Тестовая заявка №183433,2026-01-08 08:43:20.503148+00,in_progress,2026-01-07 08:43:20.503148+00
10433,2025-12-15 08:46:40.503148+00,433,21,Тестовая заявка №10433,2026-01-08 08:46:40.503148+00,in_progress,2025-12-23 08:46:40.503148+00
917433,2026-01-08 20:50:00.503148+00,433,21,Тестовая заявка №917433,2026-01-12 20:50:00.503148+00,in_progress,2026-01-11 20:50:00.503148+00
744433,2025-12-29 20:53:20.503148+00,433,21,Тестовая заявка №744433,2026-01-12 20:53:20.503148+00,in_progress,2026-01-11 20:53:20.503148+00
571433,2025-12-19 20:56:40.503148+00,433,21,Тестовая заявка №571433,2026-01-12 20:56:40.503148+00,in_progress,2025-12-27 20:56:40.503148+00
479433,2026-01-08 22:30:00.503148+00,433,21,Тестовая заявка №479433,2026-01-12 22:30:00.503148+00,in_progress,2026-01-11 22:30:00.503148+00
306433,2025-12-29 22:33:20.503148+00,433,21,Тестовая заявка №306433,2026-01-12 22:33:20.503148+00,in_progress,2026-01-11 22:33:20.503148+00
133433,2025-12-19 22:36:40.503148+00,433,21,Тестовая заявка №133433,2026-01-12 22:36:40.503148+00,in_progress,2025-12-27 22:36:40.503148+00
41433,2026-01-09 00:10:00.503148+00,433,21,Тестовая заявка №41433,2026-01-13 00:10:00.503148+00,in_progress,2026-01-12 00:10:00.503148+00
963433,2025-12-30 08:03:20.503148+00,433,21,Тестовая заявка №963433,2026-01-13 08:03:20.503148+00,in_progress,2026-01-12 08:03:20.503148+00
790433,2025-12-20 08:06:40.503148+00,433,21,Тестовая заявка №790433,2026-01-13 08:06:40.503148+00,in_progress,2025-12-28 08:06:40.503148+00
698433,2026-01-09 09:40:00.503148+00,433,21,Тестовая заявка №698433,2026-01-13 09:40:00.503148+00,in_progress,2026-01-12 09:40:00.503148+00
525433,2025-12-30 09:43:20.503148+00,433,21,Тестовая заявка №525433,2026-01-13 09:43:20.503148+00,in_progress,2026-01-12 09:43:20.503148+00
352433,2025-12-20 09:46:40.503148+00,433,21,Тестовая заявка №352433,2026-01-13 09:46:40.503148+00,in_progress,2025-12-28 09:46:40.503148+00
260433,2026-01-09 11:20:00.503148+00,433,21,Тестовая заявка №260433,2026-01-13 11:20:00.503148+00,in_progress,2026-01-12 11:20:00.503148+00
87433,2025-12-30 11:23:20.503148+00,433,21,Тестовая заявка №87433,2026-01-13 11:23:20.503148+00,in_progress,2026-01-12 11:23:20.503148+00
602433,2026-01-13 12:20:00.503148+00,433,21,Тестовая заявка №602433,2026-01-17 12:20:00.503148+00,in_progress,2026-01-16 12:20:00.503148+00
429433,2026-01-03 12:23:20.503148+00,433,21,Тестовая заявка №429433,2026-01-17 12:23:20.503148+00,in_progress,2026-01-16 12:23:20.503148+00
256433,2025-12-24 12:26:40.503148+00,433,21,Тестовая заявка №256433,2026-01-17 12:26:40.503148+00,in_progress,2026-01-01 12:26:40.503148+00
164433,2026-01-13 14:00:00.503148+00,433,21,Тестовая заявка №164433,2026-01-17 14:00:00.503148+00,in_progress,2026-01-16 14:00:00.503148+00
913433,2025-12-24 21:56:40.503148+00,433,21,Тестовая заявка №913433,2026-01-17 21:56:40.503148+00,in_progress,2026-01-01 21:56:40.503148+00
821433,2026-01-13 23:30:00.503148+00,433,21,Тестовая заявка №821433,2026-01-17 23:30:00.503148+00,in_progress,2026-01-16 23:30:00.503148+00
648433,2026-01-03 23:33:20.503148+00,433,21,Тестовая заявка №648433,2026-01-17 23:33:20.503148+00,in_progress,2026-01-16 23:33:20.503148+00
475433,2025-12-24 23:36:40.503148+00,433,21,Тестовая заявка №475433,2026-01-17 23:36:40.503148+00,in_progress,2026-01-01 23:36:40.503148+00
383433,2026-01-14 01:10:00.503148+00,433,21,Тестовая заявка №383433,2026-01-18 01:10:00.503148+00,in_progress,2026-01-17 01:10:00.503148+00
210433,2026-01-04 01:13:20.503148+00,433,21,Тестовая заявка №210433,2026-01-18 01:13:20.503148+00,in_progress,2026-01-17 01:13:20.503148+00
37433,2025-12-25 01:16:40.503148+00,433,21,Тестовая заявка №37433,2026-01-18 01:16:40.503148+00,in_progress,2026-01-02 01:16:40.503148+00
867433,2026-01-04 10:43:20.503148+00,433,21,Тестовая заявка №867433,2026-01-18 10:43:20.503148+00,in_progress,2026-01-17 10:43:20.503148+00
694433,2025-12-25 10:46:40.503148+00,433,21,Тестовая заявка №694433,2026-01-18 10:46:40.503148+00,in_progress,2026-01-02 10:46:40.503148+00
944433,2026-01-18 13:20:00.503148+00,433,21,Тестовая заявка №944433,2026-01-22 13:20:00.503148+00,in_progress,2026-01-21 13:20:00.503148+00
771433,2026-01-08 13:23:20.503148+00,433,21,Тестовая заявка №771433,2026-01-22 13:23:20.503148+00,in_progress,2026-01-21 13:23:20.503148+00
598433,2025-12-29 13:26:40.503148+00,433,21,Тестовая заявка №598433,2026-01-22 13:26:40.503148+00,in_progress,2026-01-06 13:26:40.503148+00
506433,2026-01-18 15:00:00.503148+00,433,21,Тестовая заявка №506433,2026-01-22 15:00:00.503148+00,in_progress,2026-01-21 15:00:00.503148+00
333433,2026-01-08 15:03:20.503148+00,433,21,Тестовая заявка №333433,2026-01-22 15:03:20.503148+00,in_progress,2026-01-21 15:03:20.503148+00
160433,2025-12-29 15:06:40.503148+00,433,21,Тестовая заявка №160433,2026-01-22 15:06:40.503148+00,in_progress,2026-01-06 15:06:40.503148+00
68433,2026-01-18 16:40:00.503148+00,433,21,Тестовая заявка №68433,2026-01-22 16:40:00.503148+00,in_progress,2026-01-21 16:40:00.503148+00
990433,2026-01-09 00:33:20.503148+00,433,21,Тестовая заявка №990433,2026-01-23 00:33:20.503148+00,in_progress,2026-01-22 00:33:20.503148+00
817433,2025-12-30 00:36:40.503148+00,433,21,Тестовая заявка №817433,2026-01-23 00:36:40.503148+00,in_progress,2026-01-07 00:36:40.503148+00
725433,2026-01-19 02:10:00.503148+00,433,21,Тестовая заявка №725433,2026-01-23 02:10:00.503148+00,in_progress,2026-01-22 02:10:00.503148+00
552433,2026-01-09 02:13:20.503148+00,433,21,Тестовая заявка №552433,2026-01-23 02:13:20.503148+00,in_progress,2026-01-22 02:13:20.503148+00
379433,2025-12-30 02:16:40.503148+00,433,21,Тестовая заявка №379433,2026-01-23 02:16:40.503148+00,in_progress,2026-01-07 02:16:40.503148+00
287433,2026-01-19 03:50:00.503148+00,433,21,Тестовая заявка №287433,2026-01-23 03:50:00.503148+00,in_progress,2026-01-22 03:50:00.503148+00
114433,2026-01-09 03:53:20.503148+00,433,21,Тестовая заявка №114433,2026-01-23 03:53:20.503148+00,in_progress,2026-01-22 03:53:20.503148+00
940433,2026-01-03 14:26:40.503148+00,433,21,Тестовая заявка №940433,2026-01-27 14:26:40.503148+00,in_progress,2026-01-11 14:26:40.503148+00
848433,2026-01-23 16:00:00.503148+00,433,21,Тестовая заявка №848433,2026-01-27 16:00:00.503148+00,in_progress,2026-01-26 16:00:00.503148+00
675433,2026-01-13 16:03:20.503148+00,433,21,Тестовая заявка №675433,2026-01-27 16:03:20.503148+00,in_progress,2026-01-26 16:03:20.503148+00
502433,2026-01-03 16:06:40.503148+00,433,21,Тестовая заявка №502433,2026-01-27 16:06:40.503148+00,in_progress,2026-01-11 16:06:40.503148+00
410433,2026-01-23 17:40:00.503148+00,433,21,Тестовая заявка №410433,2026-01-27 17:40:00.503148+00,in_progress,2026-01-26 17:40:00.503148+00
237433,2026-01-13 17:43:20.503148+00,433,21,Тестовая заявка №237433,2026-01-27 17:43:20.503148+00,in_progress,2026-01-26 17:43:20.503148+00
64433,2026-01-03 17:46:40.503148+00,433,21,Тестовая заявка №64433,2026-01-27 17:46:40.503148+00,in_progress,2026-01-11 17:46:40.503148+00
894433,2026-01-14 03:13:20.503148+00,433,21,Тестовая заявка №894433,2026-01-28 03:13:20.503148+00,in_progress,2026-01-27 03:13:20.503148+00
721433,2026-01-04 03:16:40.503148+00,433,21,Тестовая заявка №721433,2026-01-28 03:16:40.503148+00,in_progress,2026-01-12 03:16:40.503148+00
629433,2026-01-24 04:50:00.503148+00,433,21,Тестовая заявка №629433,2026-01-28 04:50:00.503148+00,in_progress,2026-01-27 04:50:00.503148+00
456433,2026-01-14 04:53:20.503148+00,433,21,Тестовая заявка №456433,2026-01-28 04:53:20.503148+00,in_progress,2026-01-27 04:53:20.503148+00
283433,2026-01-04 04:56:40.503148+00,433,21,Тестовая заявка №283433,2026-01-28 04:56:40.503148+00,in_progress,2026-01-12 04:56:40.503148+00
191433,2026-01-24 06:30:00.503148+00,433,21,Тестовая заявка №191433,2026-01-28 06:30:00.503148+00,in_progress,2026-01-27 06:30:00.503148+00
18433,2026-01-14 06:33:20.503148+00,433,21,Тестовая заявка №18433,2026-01-28 06:33:20.503148+00,in_progress,2026-01-27 06:33:20.503148+00
844433,2026-01-08 17:06:40.503148+00,433,21,Тестовая заявка №844433,2026-02-01 17:06:40.503148+00,in_progress,2026-01-16 17:06:40.503148+00
752433,2026-01-28 18:40:00.503148+00,433,21,Тестовая заявка №752433,2026-02-01 18:40:00.503148+00,in_progress,2026-01-31 18:40:00.503148+00
579433,2026-01-18 18:43:20.503148+00,433,21,Тестовая заявка №579433,2026-02-01 18:43:20.503148+00,in_progress,2026-01-31 18:43:20.503148+00
406433,2026-01-08 18:46:40.503148+00,433,21,Тестовая заявка №406433,2026-02-01 18:46:40.503148+00,in_progress,2026-01-16 18:46:40.503148+00
314433,2026-01-28 20:20:00.503148+00,433,21,Тестовая заявка №314433,2026-02-01 20:20:00.503148+00,in_progress,2026-01-31 20:20:00.503148+00
141433,2026-01-18 20:23:20.503148+00,433,21,Тестовая заявка №141433,2026-02-01 20:23:20.503148+00,in_progress,2026-01-31 20:23:20.503148+00
971433,2026-01-29 05:50:00.503148+00,433,21,Тестовая заявка №971433,2026-02-02 05:50:00.503148+00,in_progress,2026-02-01 05:50:00.503148+00
798433,2026-01-19 05:53:20.503148+00,433,21,Тестовая заявка №798433,2026-02-02 05:53:20.503148+00,in_progress,2026-02-01 05:53:20.503148+00
625433,2026-01-09 05:56:40.503148+00,433,21,Тестовая заявка №625433,2026-02-02 05:56:40.503148+00,in_progress,2026-01-17 05:56:40.503148+00
533433,2026-01-29 07:30:00.503148+00,433,21,Тестовая заявка №533433,2026-02-02 07:30:00.503148+00,in_progress,2026-02-01 07:30:00.503148+00
360433,2026-01-19 07:33:20.503148+00,433,21,Тестовая заявка №360433,2026-02-02 07:33:20.503148+00,in_progress,2026-02-01 07:33:20.503148+00
187433,2026-01-09 07:36:40.503148+00,433,21,Тестовая заявка №187433,2026-02-02 07:36:40.503148+00,in_progress,2026-01-17 07:36:40.503148+00
95433,2026-01-29 09:10:00.503148+00,433,21,Тестовая заявка №95433,2026-02-02 09:10:00.503148+00,in_progress,2026-02-01 09:10:00.503148+00
921433,2026-01-23 19:43:20.503148+00,433,21,Тестовая заявка №921433,2026-02-06 19:43:20.503148+00,in_progress,2026-02-05 19:43:20.503148+00
748433,2026-01-13 19:46:40.503148+00,433,21,Тестовая заявка №748433,2026-02-06 19:46:40.503148+00,in_progress,2026-01-21 19:46:40.503148+00
656433,2026-02-02 21:20:00.503148+00,433,21,Тестовая заявка №656433,2026-02-06 21:20:00.503148+00,in_progress,2026-02-05 21:20:00.503148+00
483433,2026-01-23 21:23:20.503148+00,433,21,Тестовая заявка №483433,2026-02-06 21:23:20.503148+00,in_progress,2026-02-05 21:23:20.503148+00
310433,2026-01-13 21:26:40.503148+00,433,21,Тестовая заявка №310433,2026-02-06 21:26:40.503148+00,in_progress,2026-01-21 21:26:40.503148+00
218433,2026-02-02 23:00:00.503148+00,433,21,Тестовая заявка №218433,2026-02-06 23:00:00.503148+00,in_progress,2026-02-05 23:00:00.503148+00
45433,2026-01-23 23:03:20.503148+00,433,21,Тестовая заявка №45433,2026-02-06 23:03:20.503148+00,in_progress,2026-02-05 23:03:20.503148+00
967433,2026-01-14 06:56:40.503148+00,433,21,Тестовая заявка №967433,2026-02-07 06:56:40.503148+00,in_progress,2026-01-22 06:56:40.503148+00
875433,2026-02-03 08:30:00.503148+00,433,21,Тестовая заявка №875433,2026-02-07 08:30:00.503148+00,in_progress,2026-02-06 08:30:00.503148+00
702433,2026-01-24 08:33:20.503148+00,433,21,Тестовая заявка №702433,2026-02-07 08:33:20.503148+00,in_progress,2026-02-06 08:33:20.503148+00
529433,2026-01-14 08:36:40.503148+00,433,21,Тестовая заявка №529433,2026-02-07 08:36:40.503148+00,in_progress,2026-01-22 08:36:40.503148+00
437433,2026-02-03 10:10:00.503148+00,433,21,Тестовая заявка №437433,2026-02-07 10:10:00.503148+00,in_progress,2026-02-06 10:10:00.503148+00
264433,2026-01-24 10:13:20.503148+00,433,21,Тестовая заявка №264433,2026-02-07 10:13:20.503148+00,in_progress,2026-02-06 10:13:20.503148+00
91433,2026-01-14 10:16:40.503148+00,433,21,Тестовая заявка №91433,2026-02-07 10:16:40.503148+00,in_progress,2026-01-22 10:16:40.503148+00
341433,2026-02-07 12:50:00.503148+00,433,21,Тестовая заявка №341433,2026-02-11 12:50:00.503148+00,in_progress,2026-02-10 12:50:00.503148+00
168433,2026-01-28 12:53:20.503148+00,433,21,Тестовая заявка №168433,2026-02-11 12:53:20.503148+00,in_progress,2026-02-10 12:53:20.503148+00
